«·œÊ«¡,«· —ﬂÌ»
ValsartanMax 160/5/25,amlodipin 5mg+H.C.T.Z. ( HydroChloroThiaZide ) 25mg+valsartan 160mg / c-tab
ValsartanMax 160/5/25,amlodipin 5mg+H.C.T.Z. ( HydroChloroThiaZide ) 25mg+valsartan 160mg / c-tab
ValsartanMax 320/10/25,amlodipin 10mg+H.C.T.Z. ( HydroChloroThiaZide ) 25mg+valsartan 320mg / c-tab
ValsartanMax 320/10/25,amlodipin 10mg+H.C.T.Z. ( HydroChloroThiaZide ) 25mg+valsartan 320mg / c-tab
Vasactiv 1.5%,pentosan 1.5%
Vasactiv 100,pentosan 100mg / cap
Vasactiv 100,pentosan 100mg / cap
Vasactiv 50,pentosan 50mg / cap
Vasactiv 50,pentosan 50mg / cap
Vitabion,calcium 0.5mg+vitaminB12 1mg)+(vitaminB1 5mg+vitaminB2 6.1mg+ vitaminPP 10mg) / oral-vial
Vitafolic,folicAcid 1mg+vitaminB12 0.25mg / oral-vial
VitaGlobin,copper 2mg+folicAcid 0.5mg+iron 24mg+vitaminB6 5mg+vitB12 0.01mg+zinc 12mg / cap
VitaSelen,
VoltastarK 50,diclofenacPotassium 50mg / c-tab
VoltastarK 50,diclofenacPotassium 50mg / c-tab
VoltastarK 50,diclofenacPotassium 50mg / sachet
XiFarym 200,rifaximin 200mg / c-t
XiFarym 550,
Adermin 0.05%,tretinoin 0.05%
Adrenaline 1,adrenaline 1mg / amp
Adrenaline 1,adrenaline 1mg / amp
Allergal 10,chlorpheniramine 10mg / amp
Alodopa 125,methyldopa 125mg / c-tab
Alodopa 250,methyldopa 250mg / c-tab
Alodopa 500,methyldopa 500mg / tab
Amarax 1,glimepiride 1mg / tab
Amarax 1,glimepiride 1mg / tab
Amarax 1,glimepiride 1mg / tab
Amarax 2,glimepiride 2mg / tab
Amarax 2,glimepiride 2mg / tab
Amarax 2,glimepiride 2mg / tab
Amarax 4,glimepiride 4mg / tab
Amarax 4,glimepiride 4mg / tab
Amarax 4,glimepiride 4mg / tab
Amikacin 100,amikacin 100mg / amp
Amikacin 100,amikacin 100mg / amp
Amikacin 500,amikacin 500mg / amp
Amikacin 500,amikacin 500mg / amp
Amoxam 250,amoxicillin 125mg+flucloxacillin 125mg / 5ml
Amoxam 250,amoxicillin 125mg+flucloxacillin 125mg / 5ml
Amoxam 500,amoxicillin 250mg+flucloxacillin 250mg / cap
Amoxam 500,amoxicillin 250mg+flucloxacillin 250mg / cap
Anthral 0.25%,dithranol 0.25%
Anthral 0.25%,dithranol 0.25%
AnthralS,dithranol 0.25%+salicylicAcid 0.5%
AnthralS,dithranol 0.25%+salicylicAcid 0.5%
Artemet,artemether 20mg+lumefantrine 120mg / tab
Artemet,artemether 20mg+lumefantrine 120mg / tab
Astin 162,aspirin 160mg / cap
Astin 81,aspirin 81mg / tab
AstinPlus,aluminiumHydroxide+aspirin 300mg+magnesiumHydroxide / c-tab
AstinPlus,aluminiumHydroxide+aspirin 300mg+magnesiumHydroxide / c-tab
Atracurium 50,atracurium 50mg / amp
Atracurium 50,atracurium 50mg / amp
Atropine 0.1%,atropine 0.1%
Atropine 0.1%,atropine 0.1%
Atropine 0.1%,atropine 0.1%
Aviloxin 400,moxifloxacin 400mg / c-tab
Aviloxin 400,moxifloxacin 400mg / c-tab
Azithromycin 200,azithromycin 200mg / 5ml
Azithromycin 200,azithromycin 200mg / 5ml
Azithromycin 250,azithromycin 250mg / cap
Azithromycin 500,azithromycin 500mg / c-tab
Azithromycin 500,azithromycin 500mg / vial
Bactimycin 125,clarithromycin 125mg / 5ml
Bactimycin 125,clarithromycin 125mg / 5ml
Bactimycin 250,clarithromycin 250mg / cap
Bactimycin 250,clarithromycin 250mg / 5ml
Bactimycin 250,clarithromycin 250mg / 5ml
Bactimycin 500,clarithromycin 500mg / cap
Bansmoke 150,bupropion 150mg / c-tab
Betacol,betamethasone 2mg+chloramphenicol 5mg / gr
Betacort 4,betamethasoneDipropionate 10mg+betamethasoneSodium 4mg / amp
Betaxam 250,ampicillin 250mg / 5ml
Betaxam 250,ampicillin 250mg / 5ml
Betaxam 500,ampicillin 500mg / cap
Betaxam 500,ampicillin 500mg / cap
Betaxam 500,ampicillin 500mg / cap
Bisorat 10,bisoprolol 10mg / c-tab
Bisorat 5,bisoprolol 5mg / c-tab
Bromhexan 4,bromhexine 4mg / amp
Bupivacaine 20,bupivacaine 20mg / amp
Bupivacaine 20,bupivacaine 20mg / amp
Captophen 25,captopril 25mg / tab
Captophen 25,captopril 25mg / tab
Captophen 50,captopril 50mg / tab
Captophen 50,captopril 50mg / tab
CaptoPlus 25/15,captopril 25mg+H.C.T.Z. ( HydroChloroThiaZide ) 15mg / c-tab
CaptoPlus 25/15,captopril 25mg+H.C.T.Z. ( HydroChloroThiaZide ) 15mg / c-tab
CaptoPlus 25/25,captopril 25mg+H.C.T.Z. ( HydroChloroThiaZide ) 25mg / c-tab
CaptoPlus 25/25,captopril 25mg+H.C.T.Z. ( HydroChloroThiaZide ) 25mg / c-tab
CaptoPlus 50/15,captopril 50mg+H.C.T.Z. ( HydroChloroThiaZide ) 15mg / tab
CaptoPlus 50/15,captopril 50mg+H.C.T.Z. ( HydroChloroThiaZide ) 15mg / tab
CaptoPlus 50/25,captopril 50mg+H.C.T.Z. ( HydroChloroThiaZide ) 25mg / tab
CaptoPlus 50/25,captopril 50mg+H.C.T.Z. ( HydroChloroThiaZide ) 25mg / tab
Cefixime 200,cefixime 200mg / cap
Cefixime 400,cefixime 400mg / cap
"Cefotaxime 1,000",cefotaxime 1000mg / vial
"Cefotaxime 1,000",cefotaxime 1000mg / vial
"Cefotaxime 1,000",cefotaxime 1000mg / vial
"Cefotaxime 1,000",cefotaxime 1000mg / vial
"Cefotaxime 2,000",cefotaxime 2000mg / vial
"Cefotaxime 2,000",cefotaxime 2000mg / vial
Cefotaxime 500,cefotaxime 500mg / vial
Cefotaxime 500,cefotaxime 500mg / vial
Cefotaxime 500,cefotaxime 500mg / vial
Cefotaxime 500,cefotaxime 500mg / vial
Cefuroxime 125,cefuroxime 125mg / 5ml
Cefuroxime 125,cefuroxime 125mg / 5ml
Cefuroxime 1500,cefuroxime 1500mg / vial
Cefuroxime 250,cefuroxime 250mg / c-tab
Cefuroxime 250,cefuroxime 250mg / 5ml
Cefuroxime 250,cefuroxime 250mg / 5ml
Cefuroxime 250,cefuroxime 250mg / vial
Cefuroxime 500,cefuroxime 500mg / c-tab
Cefuroxime 750,cefuroxime 750mg / vial
Cetrizine 10,cetrizine 10mg / tab
Cetrizine 5,cetrizine 5mg / 5ml
Cetrizine 5,cetrizine 5mg / tab
Chlormphenicol 1000,chloramphenicol 1000mg / vial
Cinnarzine 25,cinnarizine 25mg / tab
Cinnarzine 25,cinnarizine 25mg / tab
Cinnarzine 75,cinnarizine 75mg / cap
Ciprofloxacin 100,ciprofloxacin 100mg / tab
Ciprofloxacin 200,ciprofloxacin 200mg / vial
Ciprofloxacin 250,ciprofloxacin 250mg / tab
Ciprofloxacin 500,ciprofloxacin 500mg / tab
Ciprofloxacin 750,ciprofloxacin 750mg / tab
Clotrimazole 1%,clotrimazole 1%
Clotrimazole 100,clotrimazole 100mg / ovule
Clotrimazole 200,clotrimazole 200mg / ovule
Clotrimazole 500,clotrimazole 500mg / ovule
Cloxam 250,ampicillin 125mg+cloxacillin 125mg / 5ml
Cloxam 250,ampicillin 125mg+cloxacillin 125mg / 5ml
Cloxam 500,ampicillin 250mg+cloxacillin 250mg / cap
Cloxam 500,ampicillin 250mg+cloxacillin 250mg / cap
Colchicine 0.5,colchicine 0.5mg / tab
Colchicine 0.5,colchicine 0.5mg / tab
Cordan 150,amiodarone 150mg / amp
Cordan 200,amiodarone 200mg / tab
Crotal 10%,crotamiton 10%
Crotal 10%,crotamiton 10%
Dermotan 0.05%,clobetasol 0.05%
Dermotan 0.05%,clobetasol 0.05%
Dermotan 0.05%,clobetasol 0.05%
Dermotan 0.05%,clobetasol 0.05%
Dermotetr,betamethasone +clioquinol +gentamicin +tolnaftate / 1gr
Diagoxine 0.25,digoxin 0.25mg / tab
Dialin 10,diazepam 10mg / amp
Diclon 1%,diclofenacSodium 1%
Diclon 1%,diclofenacDiethylammonium 1%
Diclon 1%,diclofenacDiethylammonium 1%
Diclon 1%,diclofenacDiethylammonium 1%
Diclon 100,diclofenacSodium 100mg / supp
Diclon 12.5,diclofenacSodium 12.5mg / supp
Diclon 25,diclofenacSodium 25mg / supp
Diclon 50,diclofenacSodium 50mg / supp
Diclon 50,diclofenacSodium 50mg / tab
Diclon 50,diclofenacSodium 50mg / tab
Diclon 50,diclofenacSodium 50mg / tab
Diclon 50,diclofenacSodium 50mg / tab 
Diclon 50,diclofenacSodium 50mg / tab
Diclon 75,diclofenacSodium 75mg / amp
Diclon 75,diclofenacSodium 75mg / amp
Diclon 75,diclofenacSodium 75mg / amp
DiclonP 50,diclofenacSodiumPotassium 50mg / sachet
DiclonPlus,diclofenacSodium 75mg+lidocaine 20mg / amp
DiclonPlus,diclofenacSodium 75mg+lidocaine 20mg / amp
DiclonPlus,diclofenacSodium 75mg+lidocaine 20mg / amp
DiclonSR 100,diclofenacSodium 100mg / c-tab
DiclonSR 100,diclofenacSodium 100mg / tab
DiclonSR 100,diclofenacSodium 100mg / tab
Dilonid 500,diloxanide 500mg / tab
Doloxicam 20,piroxicamBetaCycloDextrin 191.20mg / tab
DopalForte,carbidopa 25mg+levodopa 250mg / tab
DopalForte,carbidopa 25mg+levodopa 250mg / tab
DopalM,carbidopa 10mg+levodopa 100mg / tab
DopalM,carbidopa 10mg+levodopa 100mg / tab
Dopamin 200,dopamine 200mg / amp
Dopamin 200,dopamine 200mg / amp
Dorajex,ginkgobiloba 50mg+glucosAmine 500mg / cap
Dorajex,ginkgobiloba 50mg+glucosAmine 500mg / cap
Duspaphen 135,mebeverine 135mg / c-tab
Duspaphen 135,mebeverine 135mg / c-tab
Duspaphen 135,mebeverine 135mg / c-tab
Epiton 100,phenytoin 100mg / tab
Epiton 100,phenytoin 100mg / tab
Ergolin,caffeine 100mg+ergotamine 1mg / c-tab
Ergolin,caffeine 100mg+ergotamine 2mg / supp
Ergolin,caffeine 100mg+ergotamine 2mg / supp
Ergomine 0.2,methylergomethrine 0.2mg / amp
Ergomine 0.2,methylergomethrine 0.2mg / amp
Erythromycin 0.5%,erythromycin 0.5%
Erythromycin 250,erythromycin 250mg / cap
Ethambi 100,ethambutol 100mg / c-tab
Ethambi 100,ethambutol 100mg / c-tab 
Ethambi 400,ethambutol 400mg / c-tab 
Ethambi 400,ethambutol 400mg / c-tab 
Eyzon,dexamethasone 0.1%+tobramycin 0.3%
Febramol adult,paraCetamol 600mg+pineOil 40mg / supp
Febramol ped,paraCetamol 300mg+pineOil 30mg / supp
Fluxam 500,amoxicillin 250mg+flucloxacillin 250mg / cap
Fluxam 500,amoxicillin 250mg+flucloxacillin 250mg / cap
Fucine 1%,fusidateSodium 1%
Fucine 2%,fusidateSodium 2%
Fucine 2%,fusidateSodium 2%
Fucine 2%,fusidateSodium 2%
Gentacine 0.1%,gentamicin 0.1%
Gentacine 0.1%,gentamicin 0.1%
Gentacine 0.3%,gentamicin 0.3%
Gentacine 20,gentamicin 20mg / amp
Gentacine 20,gentamicin 20mg / amp
Gentacine 20,gentamicin 20mg / amp
Gentacine 40,gentamicin 40mg / amp
Gentacine 40,gentamicin 40mg / amp
Gentacine 80,gentamicin 80mg / amp
Gentacine 80,gentamicin 80mg / amp
Gentacine 80,gentamicin 80mg / amp
Gentacine 80,gentamicin 80mg / vial
Gentacine 80,gentamicin 80mg / vial
Glycerine 0.7,glycerine 700mg / supp
Glycerine 1.4,glycerine 1400mg / supp
Glycerine 2.8,glycerine 2800mg / supp
Glyproct,lidocaine 2%+tribenoside 5%
Glyproct,lidocaine 2%+tribenoside 5%
Glyproct,lidocaine 40mg+tribenoside 400mg / supp
Glyproct,lidocaine 40mg+tribenoside 400mg / supp
Hadi,EG-mono-salicylate 3%+menthol 3%+methylSalicilate 3%
Halothane,halothane 100%
Halothane,halothane 100%
Harimax,casanthranol 30mg+docusate 100mg / cap
HayaBruf 100,ibuprofen 100mg / 5ml
HayaBruf 200,ibuprofen 200mg / c-tab
HayaBruf 200,ibuprofen 200mg / c-tab
HayaBruf 400,ibuprofen 400mg / c-tab
HayaBruf 400,ibuprofen 400mg / c-tab
HayaBruf 600,ibuprofen 600mg / c-tab
HayaBruf 600,ibuprofen 600mg / c-tab
HayaBruf 800,ibuprofen 800mg / c-tab
HayaBruf 800,ibuprofen 800mg / c-tab
"Hayacef 1,000",ceftriaxone 1000mg / vial
"Hayacef 1,000",ceftriaxone 1000mg / vial
"Hayacef 1,000",ceftriaxone 1000mg / vial
"Hayacef 1,000",ceftriaxone 1000mg / vial
"Hayacef 2,000",ceftriaxone 2000mg / vial
"Hayacef 2,000",ceftriaxone 2000mg / vial
Hayacef 250,ceftriaxone 250mg / vial
Hayacef 250,ceftriaxone 250mg / vial
Hayacef 250,ceftriaxone 250mg / vial
Hayacef 500,ceftriaxone 500mg / vial
Hayacef 500,ceftriaxone 500mg / vial
Hayacef 500,ceftriaxone 500mg / vial
Hayacef 500,ceftriaxone 500mg / vial
Hayacefotin 400,ceftibuten 400mg / cap
Hayacefotin 90,ceftibuten 90mg / 5ml
"HayacefPlus 1,500",ceftriaxone 1000mg+sulbactam 500mg / vial
HayacefPlus 375,ceftriaxone 250mg+sulbactam 125mg / vial
HayacefPlus 750,ceftriaxone 500mg+sulbactam 250mg / vial
Hayacilline 0.5,penicillinV 500000i.u. / tab
Hayacilline 1,penicillinV 1000000i.u. / tab
HayaClora 125,cefaclor 125mg / 5ml
HayaClora 125,cefaclor 125mg / 5ml
HayaClora 187,cefaclor 187mg / 5ml
HayaClora 187,cefaclor 187mg / 5ml
HayaClora 250,cefaclor 250mg / cap
HayaClora 250,cefaclor 250mg / cap
HayaClora 250,cefaclor 250mg / 5ml
HayaClora 250,cefaclor 250mg / 5ml
HayaClora 250,cefaclor 250mg / 5ml
HayaClora 375,cefaclor 375mg / 5ml
HayaClora 375,cefaclor 375mg / 5ml
HayaClora 500,cefaclor 500mg / cap
HayaClora 500,cefaclor 500mg / cap
Hayadipine 10,felodipine 10mg / tab
Hayadipine 2.5,felodipine 2.5mg / tab
Hayadipine 5,felodipine 5mg / tab
Hayadol 0.5,haloperidol 0.5mg / tab
Hayadol 0.5,haloperidol 0.5mg / tab
Hayadol 0.5,haloperidol 0.5mg / tab
Hayadol 1.5,haloperidol 1.5mg / tab
Hayadol 1.5,haloperidol 1.5mg / tab
Hayadol 1.5,haloperidol 1.5mg / tab
Hayadol 150,haloperidol 150mg / amp
Hayadol 5,haloperidol 5mg / amp
Hayadol 5,haloperidol 5mg / amp
Hayadol 5,haloperidol 5mg / tab
Hayadol 5,haloperidol 5mg / tab
Hayadol 5,haloperidol 5mg / tab
Hayadraxil 125,cefadroxil 125mg / 5ml
Hayadraxil 125,cefadroxil 125mg / 5ml
Hayadraxil 250,cefadroxil 250mg / cap
Hayadraxil 250,cefadroxil 250mg / cap
Hayadraxil 250,cefadroxil 250mg / 5ml
Hayadraxil 250,cefadroxil 250mg / 5ml
Hayadraxil 500,cefadroxil 500mg / cap
Hayadraxil 500,cefadroxil 500mg / cap
Hayafixime 100,cefixime 100mg / cap
Hayafixime 100,cefixime 100mg / cap
Hayafixime 100,cefixime 100mg / 5ml
Hayafixime 100,cefixime 100mg / 5ml
Hayafixime 200,cefixime 200mg / cap
Hayafixime 200,cefixime 200mg / cap
Hayafixime 400,cefixime 400mg / cap
Hayafixime 400,cefixime 400mg / cap
Hayafuryl 200,nifuroxazide 200mg / cap
Hayafuryl 218 ,nifuroxazide 218mg / 5ml
Hayagliptin 100,sitagliptin 100mg / c-tab
Hayagliptin 25,sitagliptin 25mg / c-tab
Hayagliptin 50,sitagliptin 50mg / c-tab
Hayalepsin 200,carbamazepine 200mg / tab
HayaMethasone 0.05%,betamethasone 0.05%
HayaMethasone 0.05%,betamethasone 0.05%
"Hayamol 1,000",paraCetamol 1000mg / c-tab
"Hayamol 1,000",paraCetamol 1000mg / c-tab
"Hayamol 1,000",paraCetamol 1000mg / vial
Hayamol 150,paraCetamol 150mg / amp
Hayamol 160,paraCetamol 160mg / 5ml
Hayamol 160,paraCetamol 160mg / 5ml
Hayamol 375,paraCetamol 375mg / amp
Hayamol 500,paraCetamol 500mg / tab
Hayamol 500,paraCetamol 500mg / tab
HayamolNight,diphenhydramine 25mg+paraCetamol 500mg / tab
HayamolPlus,lidocaine 20mg+paraCetamol 300mg / amp
HayamolPlus,lidocaine 20mg+paraCetamol 300mg / amp
HayamolPlus,lidocaine 20mg+paraCetamol 300mg / amp
Hayamycin 1.5,spiramycin 1500000i.u. / c-tab
Hayamycin 3,spiramycin 3000000i.u. / c-tab
Hayanil,ascorbicAcid 75mg+dexchlorpheniramine 2mg+dexamethasone 0.25mg / tab
Hayanil,ascorbicAcid 75mg+dexchlorpheniramine 2mg+dexamethasone 0.25mg / tab
HayaNitra 10,isosorbideMononitrate 10mg / tab
HayaNitra 20,isosorbideMononitrate 20mg / tab
HayaNor 100,atenolol 100mg / tab
HayaNor 25,atenolol 25mg / tab
HayaNor 50,atenolol 50mg / tab
Hayapect,chlorpheniramine 1mg+dextroMethorphan 5mg+paraCetamol 125mg+pseudoEphedrine 10mg / 5ml
Hayapect,chlorpheniramine 1mg+dextroMethorphan 5mg+paraCetamol 125mg+pseudoEphedrine 10mg / 5ml
Hayaphon,chlorzoxazone 250mg+paraCetamol 300mg / cap
Hayapoxide,amitriptyline 12.5mg+chlordiazepoxide 5mg / c-tab
Hayapoxide,amitriptyline 12.5mg+chlordiazepoxide 5mg / c-tab
Hayaquinon 155,hydroxyChloroquine 155mg / tab
Hayastatina 10,atorvastatin 10mg / c-tab
Hayastatina 10,atorvastatin 10mg / c-tab
Hayastatina 10,atorvastatin 10mg / c-tab
Hayastatina 20,atorvastatin 20mg / c-tab
Hayastatina 20,atorvastatin 20mg / c-tab
Hayastatina 20,atorvastatin 20mg / c-tab
Hayastatina 40,atorvastatin 40mg / c-tab
Hayastatina 40,atorvastatin 40mg / c-tab
Hayastatina 40,atorvastatin 40mg / c-tab
Hayastatina 80,atorvastatin 80mg / c-tab
Hayastatina 80,atorvastatin 80mg / c-tab
Hayastatina 80,atorvastatin 80mg / c-tab
Hayatazim 0.5,ceftazidime 500mg / vial
Hayatazim 0.5,ceftazidime 500mg / vial
Hayatazim 1,ceftazidime 1000mg / vial
Hayatazim 1,ceftazidime 1000mg / vial
Hayatazim 2,ceftazidime 2000mg / vial
Hayatazim 2,ceftazidime 2000mg / vial
Hayatrigin 100,lamotrigine 100mg / tab
Hayatrigin 100,lamotrigine 100mg / tab
Hayatrigin 150,lamotrigine 150mg / tab
Hayatrigin 150,lamotrigine 150mg / tab
Hayatrigin 25,lamotrigine 25mg / tab
Hayatuss,chlorpheniramine 1.25mg+dextroMethorphan 10mg+guaiacolate 50mg+pseudoEphedrine 30mg / 5ml
Hemazon 0.05%,dexamethasone 0.05%
Hemazon 0.5,dexamethasone 0.5mg / tab
Hemazon 1.5,dexamethasone 1.5mg / tab
Hemazon 4,dexamethasone 4mg / tab
Hemazon 6,dexamethasone 6mg / tab
Hemazon 8,dexamethasone 8mg / amp
Hemazon 8,dexamethasone 8mg / amp
Hemazon 8,dexamethasone 8mg / amp
Hemazon 8,dexamethasone 8mg / amp
Hepavit,calcium 20mg+vitaminB1 20mg+vitaminB2 10mg+vitaminB6 10mg+vitaminC 100mg+vitaminPP 40mg / c-tab
Hepavit,calcium 20mg+vitaminB1 20mg+vitaminB2 10mg+vitaminB6 10mg+vitaminC 100mg+vitaminPP 40mg / c-tab
Histale 200,cimetidine 200mg / amp
Histale 200,cimetidine 200mg / amp
Hydrodopa,H.C.T.Z. ( HydroChloroThiaZide ) 15mg+methylDopa 250mg / c-tab
Hydrodopa,H.C.T.Z. ( HydroChloroThiaZide ) 15mg+methylDopa 250mg / c-tab
Hydrothiazide 25,H.C.T.Z. ( HydroChloroThiaZide ) 25mg / tab
Hydrothiazide 50,H.C.T.Z. ( HydroChloroThiaZide ) 50mg / tab
Imidapril 10,imidapril 10mg / tab
Imidapril 10,imidapril 10mg / tab
Imidapril 20,imidapril 20mg / tab
Imidapril 20,imidapril 20mg / tab
Imidapril 5,imidapril 5mg / tab
Imidapril 5,imidapril 5mg / tab
Isodol,haloperidol 0.3mg+isopropamide 2mg / tab
Isoflurane,isoflurane 99.9%
Isoflurane,isoflurane 99.9%
Isonitra 10,isosorbideDinitrate 10mg / c-tab
Isonitra 20,isosorbideDinitrate 20mg / c-tab
Isonitra 20SR,isosorbideDinitrate 20mg / SR-tab
Isonitra 40SR,isosorbideDinitrate 40mg / SR-tab
Isonitra 5,isosorbideDinitrate 5mg / c-tab
Itranexe 100,itraconazole 100mg / cap
Itranexe 100,itraconazole 100mg / cap
Itranexe 100,itraconazole 100mg / cap
Itranexe 50,itraconazole 50mg / 5ml
Itranexe 50,itraconazole 50mg / 5ml
Ketamine 100,ketamine 100mg / amp
Ketamine 100,ketamine 100mg / amp
Ketamine 100,ketamine 100mg / amp
Ketonid 100,ketoprofen 100mg / amp
KinderVit,calcium 43.3mg+dexPanthenol 3.3mg+lysine 100mg+vitaminB1 1mg+vitaminB2 1.2mg+vitaminB6 2mg+vitaminD3 133.3i.u.+vitaminE 5mg+vitaminPP 7mg / 5ml
Kirol 12.5,carvedilol 12.5mg / c-tab
Kirol 25,carvedilol 25mg / c-tab
Kirol 3.125,carvedilol 3.125mg / c-tab
Kirol 6.25,carvedilol 6.25mg / c-tab
KVit 1,vitaminK 1mg / amp
KVit 1,vitaminK 1mg / amp
KVit 1,vitaminK 1mg / amp
KVit 10,vitaminK 10mg / amp
KVit 10,vitaminK 10mg / amp
KVit 10,vitaminK 10mg / amp
LansoPrazole 15,lansoprazole 15mg / cap
LansoPrazole 15,lansoprazole 15mg / cap
LansoPrazole 30,lansoprazole 30mg / cap
LansoPrazole 30,lansoprazole 30mg / cap
Lazine 20,furosemide 20mg / amp
Lazine 20,furosemide 20mg / amp
Lazine 40,furosemide 40mg / tab
Lazine 500,furosemide 500mg / tab
LevoFloxacin 500,levofloxacin 500mg / c-tab
LevoFloxacin 500,levofloxacin 500mg / c-tab
Lidocaine 1%,lidocaine 1%
Lidocaine 1%,lidocaine 1%
Lidocaine 1%,lidocaine 1%
Lidocaine 2%,lidocaine 2%
Lidocaine 2%,lidocaine 2%
Lidocaine 2%,lidocaine 2%
Lidoderm,lignocaine 0.2%+neomycin 0.5%+polymyxin 100000i.u.%
Lincomycin 300,lincomycin 300mg / amp
Lincomycin 300,lincomycin 300mg / amp
Lincomycin 500,lincomycin 500mg / cap
Lincomycin 600,lincomycin 600mg / amp
Lincomycin 600,lincomycin 600mg / amp
Lorillo 10,loratadine 10mg / tab
Lorillo 10,loratadine 10mg / tab
Lorillo 5,loratadine 5mg / 5ml
Lorillo 5,loratadine 5mg / 5ml
Losartan 100,losartan 100mg / c-tab
Losartan 100,losartan 100mg / c-tab
Losartan 25,losartan 25mg / c-tab
Losartan 25,losartan 25mg / c-tab
Losartan 50,losartan 50mg / c-tab
Losartan 50,losartan 50mg / c-tab
Mannitol 20%,mannitol 20%
"MegaCef 1,000",ceftizoxime 1000mg / vial
MegaCef 500,ceftizoxime 500mg / vial
MegaFloxin 500,levofloxin 500m / vial
Mentholy,eucalyptus 1.97%+menthol 5.91%+methylSalicilate 12.8%+terpinene 1.47%
Meostigmin 0.5,neostigmine 0.5mg / amp
Meostigmin 0.5,neostigmine 0.5mg / amp
Meostigmin 0.5,neostigmine 0.5mg / amp
Meostigmin 0.5,neostigmine 0.5mg / amp
Meostigmin 2.5,neostigmine 2.5mg / amp
Meostigmin 2.5,neostigmine 2.5mg / amp
Meostigmin 2.5,neostigmine 2.5mg / amp
Meprazole 20,esomeprazole 20mg / cap
Meprazole 40,esomeprazole 40mg / cap
"Merenam 1,000",meropenem 1000mg / vial
Merenam 500,meropenem 500mg / vial
Mesalazine 250,mesalazine 250mg / cap
Mesalazine 250,mesalazine 250mg / cap
Mesalazine 500,mesalazine 500mg / cap
Mesalazine 500,mesalazine 500mg / cap
Mesalazine 500,mesalazine 500mg / supp
Metamid 10,metoclopramide 10mg / amp
Metamid 10,metoclopramide 10mg / amp
Metamid 10,metoclopramide 10mg / amp
"Metformin 1,000",metformin 1000mg / c-tab
Metformin 500,metformin 500mg / c-tab
Metformin 850,metformin 850mg / c-tab
Methizol 10,methimazole 10mg / tab
Methizol 5,methimazole 5mg / tab
Metral 2.5,permethrin 2.5%
Metral 2.5,permethrin 2.5%
Metral 2.5,permethrin 2.5%
Metral 2.5,permethrin 2.5%
MetralForte 5,permethrin 5%
MetralForte 5,permethrin 5%
MetralForte 5,permethrin 5%
MetralForte 5,permethrin 5%
Metronidazole 0.5%,metronidazole 0.5%
Metronidazole 200,metronidazole 200mg / 5ml
Metronidazole 250,metronidazole 250mg / c-tab
Metronidazole 500,metronidazole 500mg / c-tab
"Miglom 1,500",meglumineAntimonate 1500mg / amp
"Miglom 1,500",meglumineAntimonate 1500mg / amp
Minocine 100,amikacin 100mg / amp
Minocine 500,amikacin 500mg / amp
Momiderm 0.1%,mometasone 0.1%
Momiderm 0.1%,mometasone 0.1%
Momiderm 0.1%,mometasone 0.1%
Momiderm 0.1%,mometasone 0.1%
Monoxam 250,amoxicillin 250mg / 5ml
Monoxam 250,amoxicillin 250mg / 5ml
Monoxam 500,amoxicillin 500mg / cap
Monoxam 500,amoxicillin 500mg / cap
Monoxam 500,amoxicillin 500mg / cap
NeoCefinir 125,cefdinir 125mg / 5ml
NeoCefinir 125,cefdinir 125mg / 5ml
NeoCefinir 250,cefdinir 250mg / 5ml
NeoCefnir 300,cefdinir 300mg / cap
Neoderm,dexamethasone 0.25%+neomycin 1%
Neoderm,dexamethasone 0.25%+neomycin 1%
Neoderm,dexamethasone 0.25%+neomycin 1%
Neoderm,dexamethasone 0.25%+neomycin 1%
Neodol 100,tramadol 100mg / amp
Neodol 100,tramadol 100mg / amp
Neodol 100,tramadol 100mg / supp
Neodol 50,tramadol 50mg / c-tab
Neogram,dexamethasone 0.25%+neomycin 1%+nystatin 1%
Neomixin,bacitracin 3000i.u.+neomycin 0.5%+polymyxin 7500i.u. / gr
Neomixin,bacitracin 3000i.u.+neomycin 0.5%+polymyxin 7500i.u. / gr
Nisan 250,mefenamicAcid 250mg / cap
Nisan 250,mefenamicAcid 250mg / cap
Nisan 50,mefenamicAcid 50mg / 5ml
Nisan 50,mefenamicAcid 50mg / 5ml
Nisan 500,mefenamicAcid 500mg / c-tab
Nisan 500,mefenamicAcid 500mg / c-tab
Nitrofront 100,nitrofurantoin 100mg / cap
Nitrofront 25,nitrofurantoin 25mg / 5ml
Nofat 450,gemfibrozil 450mg / c-tab
Nofat 450,gemfibrozil 450mg / c-tab
Nupercan 1%,cinchocaine 1%
Nupercan 1%,cinchocaine 1%
Nystagram,gramicidin 0.25mg+neomycin 3.8mg+nystatin 100000i.u.+triamCinolone 1mg / gr
Nystagram,gramicidin 0.25mg+neomycin 3.8mg+nystatin 100000i.u.+triamCinolone 1mg / gr
Nystagram,gramicidin ..25mg+neomycin 25mg+nystatin 100000i.u.+triamCinolone 10mg / 1ml
Nystagram,gramicidin 0.25mg+neomycin 3.8mg+nystatin 100000i.u.+triamCinolone 1mg / gr
Nystagram,gramicidin 0.25mg+neomycin 3.8mg+nystatin 100000i.u.+triamCinolone 1mg / gr
